ADSID,IBRA_REGION,LONGITUDE,LATITUDE,SITE,SITE_TYPE,LAB_CODE,AGE,ERROR,C13_AGE,C13_ERROR,MATERIAL,MATERIAL_TOP_LEVEL,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,
11094,South East Coastal Plain,146.27,-38.97,Yanakie West 10,Midden,GaK-969,5880,90,,,Charcoal,Charcoal,Spit 5,,Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1970","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials.",c14,,5880,,
11095,South East Coastal Plain,146.27,-38.97,Yanakie West 11,Midden,GaK-968,3920,90,,,Charcoal,Charcoal,"Series A, Trench B, Sq. 5, spit 3",2.08'-2.30',Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1970","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials.",c14,,3920,,
11096,South East Coastal Plain,146.27,-38.97,Yanakie West 9A,Midden,GaK-682,1260,90,,,Charcoal,Charcoal,"Series B, Sq. 2, spit 2",,Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1970; Kigoshi, 1967","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials. Kigoshi refers to this site as 'Wilson's Promontory 3'.",c14,,1260,,
11097,South East Coastal Plain,146.27,-38.97,Yanakie West 9A,Midden,Gak-680,2840,90,,,Cellana tramoserica shell,Marine Shell,"Series B, Sq. 2, spit 1",,Radiocarbon,,Marine,Open,Y,"Coutts, 1970; Kigoshi, 1967","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials. This date refers to 'shell' as the sample, given the presence of both freshwater and marine, it is unclear where the material comes from. Kigoshi refers to this site as 'Wilson's Promontory 1'.",c14,,2840,,
11098,South East Coastal Plain,146.27,-38.97,Yanakie West 9A,Midden,GaK-681,3060,100,,,Charcoal,Charcoal,"Series A, Sq. 1, spit 9",,Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1970; Kigoshi, 1967","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials. Kigoshi refers to this site as 'Wilson's Promontory 2'.",c14,,3060,,
11099,South East Coastal Plain,146.27,-38.97,Yanakie West 9A,Midden,GaK-970,3480,80,,,Charcoal,Charcoal,"Series A, Trench C, Sq. 4, spit 7",2.7'-2.95',Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1970","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials.",c14,,3480,,
11100,South East Coastal Plain,146.27,-38.97,Yanakie West 9A,Midden,GaK-683,6550,100,,,Charcoal,Charcoal,"Series A, Sq. 2, spit 20",,Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1970; Kigoshi, 1967","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials. Kigoshi refers to this site as 'Wilson's Promontory 4'.",c14,,6550,,
11101,South East Corner,150.19,-35.82,Barlings Beach,Midden,Wk-12416,953,45,-0.7,0.2,Ostrea sp. shell,Marine Shell,BB 450 - 160 A,25-30,Radiocarbon,,Terrestrial,Open,Y,"Southern Cross Heritage Surveys Archaeological Consultants, 2003","A salvage excavation of a series of middens on Barling Beach prior to a residential development. Ultimately, some 760 auger and/or shovel pit probes were undertaken. The investigations identified incerasing volumes of shell dominated  by rock oyster (Saccostrea sp.) and mud whelk (Pyrazus sp.) - the latter being sourced from over 1 km from the site. Other species include conks, black periwinkles, turban and abalone. 32 holes contained bones all highly fragmented, some evidence of ringtail possum, macropod and fish bones were identifiable . 986 artefacts were recovered composed of 10 raw materials. A three fold increase in artefacts and a shift to quartz from silcrete and porphyritic volcanic stone was observed between older level B (30-60 cm) and upper level A (0-30cm). Level B was dominated by unmodified flakes with bipolar pieces being common in level A. Based on the cortex, artefacts appear to have been sourced from nearby pebble beds. This sample was taken from an auger hole from a 5 cm thick shell band some 25-30cm below the surface. Shell was found to continue to depths of >60 cm",c14,,953,,
11102,South East Corner,150.19,-35.82,Barlings Beach,Midden,Wk-12417,1715,45,1.2,0.2,Pyrazus sp. Shell,Marine Shell,BB 660-205 A,4-18,Radiocarbon,,Terrestrial,Open,Y,"Southern Cross Heritage Surveys Archaeological Consultants, 2003","A salvage excavation of a series of middens on Barling Beach prior to a residential development. Ultimately, some 760 auger and/or shovel pit probes were undertaken. The investigations identified incerasing volumes of shell dominated  by rock oyster (Saccostrea sp.) and mud whelk (Pyrazus sp.) - the latter being sourced from over 1 km from the site. Other species include conks, black periwinkles, turban and abalone. 32 holes contained bones all highly fragmented, some evidence of ringtail possum, macropod and fish bones were identifiable . 986 artefacts were recovered composed of 10 raw materials. A three fold increase in artefacts and a shift to quartz from silcrete and porphyritic volcanic stone was observed between older level B (30-60 cm) and upper level A (0-30cm). Level B was dominated by unmodified flakes with bipolar pieces being common in level A. Based on the cortex, artefacts appear to have been sourced from nearby pebble beds. This sample was taken from an auger hole within a very dense part of the midden. This sample was taken from between 4 and 18 cm below the surface - artefacts and shell were prevalent between 0-30 cm, but were evident to 60 cm in this location.",c14,,1715,,
11103,South East Corner,150.19,-35.82,Barlings Beach,Midden,Wk-12415,2979,50,2.7,0.2,Cabesatana sp. shell,Marine Shell,BB 150-568 D,30-40,Radiocarbon,,Marine,Open,Y,"Southern Cross Heritage Surveys Archaeological Consultants, 2003","A salvage excavation of a series of middens on Barling Beach prior to a residential development. Ultimately, some 760 auger and/or shovel pit probes were undertaken. The investigations identified incerasing volumes of shell dominated  by rock oyster (Saccostrea sp.) and mud whelk (Pyrazus sp.) - the latter being sourced from over 1 km from the site. Other species include conks, black periwinkles, turban and abalone. 32 holes contained bones all highly fragmented, some evidence of ringtail possum, macropod and fish bones were identifiable . 986 artefacts were recovered composed of 10 raw materials. A three fold increase in artefacts and a shift to quartz from silcrete and porphyritic volcanic stone was observed between older level B (30-60 cm) and upper level A (0-30cm). Level B was dominated by unmodified flakes with bipolar pieces being common in level A. Based on the cortex, artefacts appear to have been sourced from nearby pebble beds. This sample came from level D, which generally had poorly preserved shell. It was recovered from 30-40 cm and was tenatively considered as a basal date for the use of the area.",c14,,2979,,
11104,South East Corner,149.96,-37.25,Bay Cliff,Midden,ANU-6930,330,110,,,Charcoal,Charcoal,Tr. 1,c.50,Radiocarbon,,Terrestrial,Open,Y,"Colley 1990; Colley, 1990 cit. Boot, 2002; Colley, 1990 cit. Brown, 2005; Colley, 1997",0.5 x 1 m test pit through midden in the centre of Disaster Bay. Major component of midden is mussel with very little bone. Date comes from charcoal lense near base of  the lowest archaeological deposit.,c14,,330,,
11105,South East Corner,150.1,-36.34,Bobundara 1,Midden,ANU-3678,320,110,,,Charcoal,Charcoal,Spit 4,66-85,Radiocarbon,,Terrestrial,Open,Y,"Hope et al., 2006",Proliferation of artefactual and shell material within an open midden on the beach at this level. Increasing material occurs above before declining at the top of the depoist. A burial was also found in this deposit.,c14,,320,,
11106,South East Corner,150.1,-36.34,Bobundara 1,Midden,ANU-3708,730,70,,,Anadara sp. shell,Marine Shell,Spit 4,66-85,Radiocarbon,,Marine,Open,Y,"Hope et al., 2006",Proliferation of artefactual and shell material within an open midden on the beach at this level. Increasing material occurs above before declining at the top of the depoist. A burial was also found in this deposit.,c14,,730,,
11107,South East Corner,149.76,-37.56,Captain Stevenson's Point,Midden,SUA-1919,150,70,,,Charcoal,Charcoal,"Pit 3 9N/1W, Spit 2",,Radiocarbon,,Terrestrial,Open,Y,"Coutts et al. 1984; Richman, 1999","The site contained a variety of shellfish and fish from the Mallacoota Inlet, shellfish and seal from the rock platforms at Bastion Point, and terrestrial animal remains. Excavations contained several bone tools and stone flakes. A human burial was also located at the bottom of the excavatioms partially destroyed by previous development. Author suggests the site was occupied ephemerally from about 2.4ka with no evidence of sterile deposits. Richman quotes this date as 200 +/- 60.",c14,,150,,
